,Weight Class,Victory Type (L),Victory Type (S),Winner Score,Loser Score,Winner First Name,Winner Last Name,Winner School (L),Winner School (S),Loser First Name,Loser Last Name,Loser School (L),Loser School (S),Unknown (Seed?),Round,Event Name,Event ID,Event Order (1=newest),Winner Full Name,Loser Full Name
19974,285,Major Decision,MD,10,1,Nick,Spenscer,West Islip Sr High,WISH,Jagger,Celentano,Port Jefferson,POJE,15.0,,Port Jefferson Multi Team Event,5726342132,844,Nick Spenscer,Jagger Celentano
19975,106,Fall,Fall,0,0,Trevor,Lai,Collegiate School-NY,CSN,Liam,Johnson-Hill,Dalton School,DASC,2,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,Trevor Lai,Liam Johnson-Hill
19976,106,Fall,Fall,0,0,Trevor,Lai,Collegiate School-NY,CSN,Tj,Abell,Poly Prep,POPR,2,3rd Place Match,IVY PREP TOURNAMENT,5000181132,849,Trevor Lai,Tj Abell
19977,106,Fall,Fall,0,0,Nick,Moreira,Horace Mann School,HMS,James,Carlock,Collegiate School-NY,CSN,2,,IVY PREP TOURNAMENT,5000181132,849,Nick Moreira,James Carlock
19978,106,Fall,Fall,0,0,Brayden,Queen,Horace Mann School,HMS,James,Carlock,Collegiate School-NY,CSN,2,,IVY PREP TOURNAMENT,5000181132,849,Brayden Queen,James Carlock
19979,106,Fall,Fall,0,0,James,Carlock,Collegiate School-NY,CSN,Nathaniel,Fox,Dalton School,DASC,2,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,James Carlock,Nathaniel Fox
19980,106,Fall,Fall,0,0,James,Carlock,Collegiate School-NY,CSN,William,Greene,Collegiate School-NY,CSN,2,3rd Place Match,IVY PREP TOURNAMENT,5000181132,849,James Carlock,William Greene
19981,106,Fall,Fall,0,0,William,Greene,Collegiate School-NY,CSN,Dashiell,Hort,Poly Prep,POPR,2,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,William Greene,Dashiell Hort
19982,106,Fall,Fall,0,0,William,Greene,Collegiate School-NY,CSN,Nathaniel,Fox,Dalton School,DASC,2,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,William Greene,Nathaniel Fox
19983,106,Fall,Fall,0,0,James,Carlock,Collegiate School-NY,CSN,William,Greene,Collegiate School-NY,CSN,2,3rd Place Match,IVY PREP TOURNAMENT,5000181132,849,James Carlock,William Greene
19984,120,Decision,Dec,3,2,Miles,Schamroth,Horace Mann School,HMS,Trevor,Lai,Collegiate School-NY,CSN,4,,IVY PREP TOURNAMENT,5000181132,849,Miles Schamroth,Trevor Lai
19985,126,Decision,Dec,8,3,Kiki,Tuttle,Collegiate School-NY,CSN,Henry,White,Trinity School (NYC),TSN,5,Semifinals,IVY PREP TOURNAMENT,5000181132,849,Kiki Tuttle,Henry White
19986,126,Decision,Dec,8,3,Kiki,Tuttle,Collegiate School-NY,CSN,Henry,White,Trinity School (NYC),TSN,5,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,Kiki Tuttle,Henry White
19987,126,Fall,Fall,0,0,Kiki,Tuttle,Collegiate School-NY,CSN,Jack,Bosco,Hackley School,HASC,5,1st Place Match,IVY PREP TOURNAMENT,5000181132,849,Kiki Tuttle,Jack Bosco
19988,126,Fall,Fall,0,0,William,Friedman,Collegiate School-NY,CSN,Jesse,Fisher,Poly Prep,POPR,5,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,William Friedman,Jesse Fisher
19989,126,Fall,Fall,0,0,William,Friedman,Collegiate School-NY,CSN,Nicco,Slick,Dalton School,DASC,5,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,William Friedman,Nicco Slick
19990,126,Fall,Fall,0,0,William,Friedman,Collegiate School-NY,CSN,Henry,White,Trinity School (NYC),TSN,5,Cons. Round 2,IVY PREP TOURNAMENT,5000181132,849,William Friedman,Henry White
19991,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Liam,Stiles,Collegiate School-NY,CSN,6,,IVY PREP TOURNAMENT,5000181132,849,Rhys Shepherd,Liam Stiles
19992,132,Major Decision,MD,4,16,Liam,Stiles,Collegiate School-NY,CSN,Jason,Dubrovsky,Poly Prep,POPR,6,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,Liam Stiles,Jason Dubrovsky
19993,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Jack,Maguire,Dalton School,DASC,7,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,Jon Ho,Jack Maguire
19994,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Ansel,Ng,Poly Prep,POPR,7,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,849,Jon Ho,Ansel Ng
19995,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Jacob,Abraham,Hackley School,HASC,7,1st Place Match,IVY PREP TOURNAMENT,5000181132,849,Jon Ho,Jacob Abraham
19996,145,Decision,Dec,4,5,Bernard,Von Simson,Horace Mann School,HMS,Sean,Tansey,Collegiate School-NY,CSN,8,,IVY PREP TOURNAMENT,5000181132,849,Bernard Von Simson,Sean Tansey
19997,145,Fall,Fall,0,0,Sam,Korff,Horace Mann School,HMS,Sean,Tansey,Collegiate School-NY,CSN,8,,IVY PREP TOURNAMENT,5000181132,849,Sam Korff,Sean Tansey
19998,152,Fall,Fall,0,0,Andrew,Zheng,Collegiate School-NY,CSN,Jeremy,Yarden,Dalton School,DASC,9,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,Andrew Zheng,Jeremy Yarden
19999,152,Fall,Fall,0,0,Andrew,Zheng,Collegiate School-NY,CSN,Mohammed,Chowdury,Trinity School (NYC),TSN,9,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,849,Andrew Zheng,Mohammed Chowdury
20000,152,Fall,Fall,0,0,Liam,Futterman,Horace Mann School,HMS,Collen,Davis,Collegiate School-NY,CSN,9,,IVY PREP TOURNAMENT,5000181132,849,Liam Futterman,Collen Davis
20001,152,Decision,Dec,12,10,Collen,Davis,Collegiate School-NY,CSN,Alexander,Crispi,Hackley School,HASC,9,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,849,Collen Davis,Alexander Crispi
20002,152,Fall,Fall,0,0,Collen,Davis,Collegiate School-NY,CSN,Mohammed,Chowdury,Trinity School (NYC),TSN,9,Cons. Round 2,IVY PREP TOURNAMENT,5000181132,849,Collen Davis,Mohammed Chowdury
20003,152,Fall,Fall,0,0,Collen,Davis,Collegiate School-NY,CSN,Jeremy,Yarden,Dalton School,DASC,9,3rd Place Match,IVY PREP TOURNAMENT,5000181132,849,Collen Davis,Jeremy Yarden
20004,99,Decision,Dec,5,2,Ross,Petras,Horace Mann School,HMS,Samuel,Joseph,Dalton School,DASC,1,,IVY PREP TOURNAMENT,5000181132,850,Ross Petras,Samuel Joseph
20005,99,Decision,Dec,2,6,Samuel,Joseph,Dalton School,DASC,Dinatale,Anthony,Poly Prep,POPR,1,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,850,Samuel Joseph,Dinatale Anthony
20006,106,Fall,Fall,0,0,James,Carlock,Collegiate School-NY,CSN,Nathaniel,Fox,Dalton School,DASC,2,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,850,James Carlock,Nathaniel Fox
20007,106,Fall,Fall,0,0,William,Greene,Collegiate School-NY,CSN,Nathaniel,Fox,Dalton School,DASC,2,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,850,William Greene,Nathaniel Fox
20008,120,Fall,Fall,0,0,Liam,Johnson-Hill,Dalton School,DASC,Tj,Abell,Poly Prep,POPR,4,Quarterfinals,IVY PREP TOURNAMENT,5000181132,850,Liam Johnson-Hill,Tj Abell
20009,120,Fall,Fall,0,0,Liam,Johnson-Hill,Dalton School,DASC,Trevor,Lai,Collegiate School-NY,CSN,4,Cons. Semis,IVY PREP TOURNAMENT,5000181132,850,Liam Johnson-Hill,Trevor Lai
20010,126,Fall,Fall,0,0,Nicco,Slick,Dalton School,DASC,Jack,Bosco,Hackley School,HASC,5,Quarterfinals,IVY PREP TOURNAMENT,5000181132,850,Nicco Slick,Jack Bosco
20011,126,Fall,Fall,0,0,William,Friedman,Collegiate School-NY,CSN,Nicco,Slick,Dalton School,DASC,5,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,850,William Friedman,Nicco Slick
20012,132,Fall,Fall,0,0,Alex,Rowe,Dalton School,DASC,Cole,Nesselson,Trinity School (NYC),TSN,6,Quarterfinals,IVY PREP TOURNAMENT,5000181132,850,Alex Rowe,Cole Nesselson
20013,132,Fall,Fall,0,0,Alex,Rowe,Dalton School,DASC,Daniel,O`Brien,Hackley School,HASC,6,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,850,Alex Rowe,Daniel O`Brien
20014,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Jack,Maguire,Dalton School,DASC,7,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,850,Jon Ho,Jack Maguire
20015,138,Fall,Fall,0,0,Jack,Maguire,Dalton School,DASC,Akari,Hunte,Dalton School,DASC,7,Cons. Semis,IVY PREP TOURNAMENT,5000181132,850,Jack Maguire,Akari Hunte
20016,138,Decision,Dec,9,8,Jack,Maguire,Dalton School,DASC,Ansel,Ng,Poly Prep,POPR,7,3rd Place Match,IVY PREP TOURNAMENT,5000181132,850,Jack Maguire,Ansel Ng
20017,138,Fall,Fall,0,0,Akari,Hunte,Dalton School,DASC,Jacob,Abraham,Hackley School,HASC,7,Semifinals,IVY PREP TOURNAMENT,5000181132,850,Akari Hunte,Jacob Abraham
20018,138,Fall,Fall,0,0,Jack,Maguire,Dalton School,DASC,Akari,Hunte,Dalton School,DASC,7,Cons. Semis,IVY PREP TOURNAMENT,5000181132,850,Jack Maguire,Akari Hunte
20019,152,Decision,Dec,11,7,James,Thomas,Horace Mann School,HMS,Jeremy,Yarden,Dalton School,DASC,9,,IVY PREP TOURNAMENT,5000181132,850,James Thomas,Jeremy Yarden
20020,152,Fall,Fall,0,0,Andrew,Zheng,Collegiate School-NY,CSN,Jeremy,Yarden,Dalton School,DASC,9,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,850,Andrew Zheng,Jeremy Yarden
20021,152,Fall,Fall,0,0,Jeremy,Yarden,Dalton School,DASC,Paul,Neira,Trinity School (NYC),TSN,9,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,850,Jeremy Yarden,Paul Neira
20022,152,Fall,Fall,0,0,Collen,Davis,Collegiate School-NY,CSN,Jeremy,Yarden,Dalton School,DASC,9,3rd Place Match,IVY PREP TOURNAMENT,5000181132,850,Collen Davis,Jeremy Yarden
20023,160,Fall,Fall,0,0,Jaden,Piccirillo,Horace Mann School,HMS,Jamaal,Spence,Dalton School,DASC,10,,IVY PREP TOURNAMENT,5000181132,850,Jaden Piccirillo,Jamaal Spence
20024,160,Major Decision,MD,12,4,Jamaal,Spence,Dalton School,DASC,Hadassah,Henderson,Hackley School,HASC,10,Quarterfinals,IVY PREP TOURNAMENT,5000181132,850,Jamaal Spence,Hadassah Henderson
20025,160,Major Decision,MD,0,10,Jamaal,Spence,Dalton School,DASC,Colin,Southwood,Trinity School (NYC),TSN,10,1st Place Match,IVY PREP TOURNAMENT,5000181132,850,Jamaal Spence,Colin Southwood
20026,160,Fall,Fall,0,0,Owen,Muratore,Dalton School,DASC,Colin,Southwood,Trinity School (NYC),TSN,10,Quarterfinals,IVY PREP TOURNAMENT,5000181132,850,Owen Muratore,Colin Southwood
20027,160,Fall,Fall,0,0,Owen,Muratore,Dalton School,DASC,Theo,Yannuzzi,Hackley School,HASC,10,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,850,Owen Muratore,Theo Yannuzzi
20028,170,Fall,Fall,0,0,Carlos,Garcia,Horace Mann School,HMS,Graham,Yarden,Dalton School,DASC,11,,IVY PREP TOURNAMENT,5000181132,850,Carlos Garcia,Graham Yarden
20029,170,Fall,Fall,0,0,Graham,Yarden,Dalton School,DASC,Henry,Morris,Poly Prep,POPR,11,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,850,Graham Yarden,Henry Morris
20030,285,Fall,Fall,0,0,Nikolas,Ramirez,Dalton School,DASC,Travis,Chu,Poly Prep,POPR,15,1st Place Match,IVY PREP TOURNAMENT,5000181132,850,Nikolas Ramirez,Travis Chu
20031,113,Fall,Fall,0,0,Peyton,Rosenberg,Horace Mann School,HMS,Cole,Joseph,Hackley School,HASC,3,,IVY PREP TOURNAMENT,5000181132,851,Peyton Rosenberg,Cole Joseph
20032,113,Decision,Dec,0,6,Jacob,Schorsch,Horace Mann School,HMS,Cole,Joseph,Hackley School,HASC,3,,IVY PREP TOURNAMENT,5000181132,851,Jacob Schorsch,Cole Joseph
20033,120,Major Decision,MD,10,0,Miles,Schamroth,Horace Mann School,HMS,Lara,Schechter,Hackley School,HASC,4,,IVY PREP TOURNAMENT,5000181132,851,Miles Schamroth,Lara Schechter
20034,126,Technical Fall,TF,17,1,Jack,Bosco,Hackley School,HASC,Jesse,Fisher,Poly Prep,POPR,5,,IVY PREP TOURNAMENT,5000181132,851,Jack Bosco,Jesse Fisher
20035,126,Fall,Fall,0,0,Nicco,Slick,Dalton School,DASC,Jack,Bosco,Hackley School,HASC,5,Quarterfinals,IVY PREP TOURNAMENT,5000181132,851,Nicco Slick,Jack Bosco
20036,126,Fall,Fall,0,0,Kiki,Tuttle,Collegiate School-NY,CSN,Jack,Bosco,Hackley School,HASC,5,1st Place Match,IVY PREP TOURNAMENT,5000181132,851,Kiki Tuttle,Jack Bosco
20037,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Daniel,O`Brien,Hackley School,HASC,6,,IVY PREP TOURNAMENT,5000181132,851,Rhys Shepherd,Daniel O`Brien
20038,132,Fall,Fall,0,0,Alex,Rowe,Dalton School,DASC,Daniel,O`Brien,Hackley School,HASC,6,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,851,Alex Rowe,Daniel O`Brien
20039,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Tyler,Wyman,Hackley School,HASC,6,,IVY PREP TOURNAMENT,5000181132,851,Rhys Shepherd,Tyler Wyman
20040,138,Fall,Fall,0,0,Akari,Hunte,Dalton School,DASC,Jacob,Abraham,Hackley School,HASC,7,Semifinals,IVY PREP TOURNAMENT,5000181132,851,Akari Hunte,Jacob Abraham
20041,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Jacob,Abraham,Hackley School,HASC,7,1st Place Match,IVY PREP TOURNAMENT,5000181132,851,Jon Ho,Jacob Abraham
20042,152,Decision,Dec,12,10,Collen,Davis,Collegiate School-NY,CSN,Alexander,Crispi,Hackley School,HASC,9,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,851,Collen Davis,Alexander Crispi
20043,160,Major Decision,MD,12,4,Jamaal,Spence,Dalton School,DASC,Hadassah,Henderson,Hackley School,HASC,10,Quarterfinals,IVY PREP TOURNAMENT,5000181132,851,Jamaal Spence,Hadassah Henderson
20044,160,Fall,Fall,0,0,Jaden,Piccirillo,Horace Mann School,HMS,Theo,Yannuzzi,Hackley School,HASC,10,,IVY PREP TOURNAMENT,5000181132,851,Jaden Piccirillo,Theo Yannuzzi
20045,160,Fall,Fall,0,0,Owen,Muratore,Dalton School,DASC,Theo,Yannuzzi,Hackley School,HASC,10,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,851,Owen Muratore,Theo Yannuzzi
20046,182,Fall,Fall,0,0,Liam,Abraham,Hackley School,HASC,Christopher,Ortiz,Trinity School (NYC),TSN,12,,IVY PREP TOURNAMENT,5000181132,851,Liam Abraham,Christopher Ortiz
20047,99,Decision,Dec,5,2,Ross,Petras,Horace Mann School,HMS,Samuel,Joseph,Dalton School,DASC,1,,IVY PREP TOURNAMENT,5000181132,852,Ross Petras,Samuel Joseph
20048,99,Forfeit,For.,0,0,Ross,Petras,Horace Mann School,HMS,Dinatale,Anthony,Poly Prep,POPR,1,,IVY PREP TOURNAMENT,5000181132,852,Ross Petras,Dinatale Anthony
20049,106,Fall,Fall,0,0,Nick,Moreira,Horace Mann School,HMS,James,Carlock,Collegiate School-NY,CSN,2,,IVY PREP TOURNAMENT,5000181132,852,Nick Moreira,James Carlock
20050,106,Decision,Dec,6,2,Nick,Moreira,Horace Mann School,HMS,Dashiell,Hort,Poly Prep,POPR,2,,IVY PREP TOURNAMENT,5000181132,852,Nick Moreira,Dashiell Hort
20051,106,Fall,Fall,0,0,Brayden,Queen,Horace Mann School,HMS,William,Greene,Collegiate School-NY,CSN,2,,IVY PREP TOURNAMENT,5000181132,852,Brayden Queen,William Greene
20052,106,Fall,Fall,0,0,Brayden,Queen,Horace Mann School,HMS,James,Carlock,Collegiate School-NY,CSN,2,,IVY PREP TOURNAMENT,5000181132,852,Brayden Queen,James Carlock
20053,113,Fall,Fall,0,0,Jacob,Schorsch,Horace Mann School,HMS,Ben,Gleeman,Trinity School (NYC),TSN,3,,IVY PREP TOURNAMENT,5000181132,852,Jacob Schorsch,Ben Gleeman
20054,113,Decision,Dec,0,6,Jacob,Schorsch,Horace Mann School,HMS,Cole,Joseph,Hackley School,HASC,3,,IVY PREP TOURNAMENT,5000181132,852,Jacob Schorsch,Cole Joseph
20055,113,Fall,Fall,0,0,Peyton,Rosenberg,Horace Mann School,HMS,Cole,Joseph,Hackley School,HASC,3,,IVY PREP TOURNAMENT,5000181132,852,Peyton Rosenberg,Cole Joseph
20056,113,Fall,Fall,0,0,Peyton,Rosenberg,Horace Mann School,HMS,Ben,Gleeman,Trinity School (NYC),TSN,3,,IVY PREP TOURNAMENT,5000181132,852,Peyton Rosenberg,Ben Gleeman
20057,120,Fall,Fall,0,0,Patrick,Stinebaugh,Horace Mann School,HMS,Tj,Abell,Poly Prep,POPR,4,,IVY PREP TOURNAMENT,5000181132,852,Patrick Stinebaugh,Tj Abell
20058,120,Fall,Fall,0,0,Patrick,Stinebaugh,Horace Mann School,HMS,Miles,Schamroth,Horace Mann School,HMS,4,,IVY PREP TOURNAMENT,5000181132,852,Patrick Stinebaugh,Miles Schamroth
20059,120,Major Decision,MD,10,0,Miles,Schamroth,Horace Mann School,HMS,Lara,Schechter,Hackley School,HASC,4,,IVY PREP TOURNAMENT,5000181132,852,Miles Schamroth,Lara Schechter
20060,120,Decision,Dec,3,2,Miles,Schamroth,Horace Mann School,HMS,Trevor,Lai,Collegiate School-NY,CSN,4,,IVY PREP TOURNAMENT,5000181132,852,Miles Schamroth,Trevor Lai
20061,126,Fall,Fall,0,0,Lucas,Borini,Horace Mann School,HMS,Kiki,Tuttle,Collegiate School-NY,CSN,5,,IVY PREP TOURNAMENT,5000181132,852,Lucas Borini,Kiki Tuttle
20062,126,Decision,Dec,4,11,Lucas,Borini,Horace Mann School,HMS,Jesse,Fisher,Poly Prep,POPR,5,,IVY PREP TOURNAMENT,5000181132,852,Lucas Borini,Jesse Fisher
20063,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Liam,Stiles,Collegiate School-NY,CSN,6,,IVY PREP TOURNAMENT,5000181132,852,Rhys Shepherd,Liam Stiles
20064,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Tyler,Wyman,Hackley School,HASC,6,,IVY PREP TOURNAMENT,5000181132,852,Rhys Shepherd,Tyler Wyman
20065,132,Decision,Dec,2,5,Rhys,Shepherd,Horace Mann School,HMS,Jason,Dubrovsky,Poly Prep,POPR,6,,IVY PREP TOURNAMENT,5000181132,852,Rhys Shepherd,Jason Dubrovsky
20066,132,Fall,Fall,0,0,Rhys,Shepherd,Horace Mann School,HMS,Daniel,O`Brien,Hackley School,HASC,6,,IVY PREP TOURNAMENT,5000181132,852,Rhys Shepherd,Daniel O`Brien
20067,145,Fall,Fall,0,0,Bernard,Von Simson,Horace Mann School,HMS,Gabriel,Schock,Trinity School (NYC),TSN,8,,IVY PREP TOURNAMENT,5000181132,852,Bernard Von Simson,Gabriel Schock
20068,145,Decision,Dec,4,5,Bernard,Von Simson,Horace Mann School,HMS,Sean,Tansey,Collegiate School-NY,CSN,8,,IVY PREP TOURNAMENT,5000181132,852,Bernard Von Simson,Sean Tansey
20069,145,Fall,Fall,0,0,Sam,Korff,Horace Mann School,HMS,Sean,Tansey,Collegiate School-NY,CSN,8,,IVY PREP TOURNAMENT,5000181132,852,Sam Korff,Sean Tansey
20070,145,Fall,Fall,0,0,Sam,Korff,Horace Mann School,HMS,Jason,Moore,Poly Prep,POPR,8,,IVY PREP TOURNAMENT,5000181132,852,Sam Korff,Jason Moore
20071,145,Sudden Victory - 1,SV-1,7,5,Sam,Korff,Horace Mann School,HMS,Gabriel,Schock,Trinity School (NYC),TSN,8,,IVY PREP TOURNAMENT,5000181132,852,Sam Korff,Gabriel Schock
20072,152,Fall,Fall,0,0,Liam,Futterman,Horace Mann School,HMS,Paul,Neira,Trinity School (NYC),TSN,9,,IVY PREP TOURNAMENT,5000181132,852,Liam Futterman,Paul Neira
20073,152,Fall,Fall,0,0,Liam,Futterman,Horace Mann School,HMS,Collen,Davis,Collegiate School-NY,CSN,9,,IVY PREP TOURNAMENT,5000181132,852,Liam Futterman,Collen Davis
20074,152,Fall,Fall,0,0,Liam,Futterman,Horace Mann School,HMS,James,Thomas,Horace Mann School,HMS,9,,IVY PREP TOURNAMENT,5000181132,852,Liam Futterman,James Thomas
20075,152,Fall,Fall,0,0,James,Thomas,Horace Mann School,HMS,Mohammed,Chowdury,Trinity School (NYC),TSN,9,,IVY PREP TOURNAMENT,5000181132,852,James Thomas,Mohammed Chowdury
20076,152,Decision,Dec,11,7,James,Thomas,Horace Mann School,HMS,Jeremy,Yarden,Dalton School,DASC,9,,IVY PREP TOURNAMENT,5000181132,852,James Thomas,Jeremy Yarden
20077,160,Fall,Fall,0,0,Jaden,Piccirillo,Horace Mann School,HMS,Jamaal,Spence,Dalton School,DASC,10,,IVY PREP TOURNAMENT,5000181132,852,Jaden Piccirillo,Jamaal Spence
20078,160,Fall,Fall,0,0,Jaden,Piccirillo,Horace Mann School,HMS,Theo,Yannuzzi,Hackley School,HASC,10,,IVY PREP TOURNAMENT,5000181132,852,Jaden Piccirillo,Theo Yannuzzi
20079,170,Fall,Fall,0,0,Carlos,Garcia,Horace Mann School,HMS,Graham,Yarden,Dalton School,DASC,11,,IVY PREP TOURNAMENT,5000181132,852,Carlos Garcia,Graham Yarden
20080,170,Fall,Fall,0,0,Carlos,Garcia,Horace Mann School,HMS,Henry,Morris,Poly Prep,POPR,11,,IVY PREP TOURNAMENT,5000181132,852,Carlos Garcia,Henry Morris
20081,195,Fall,Fall,0,0,Harry,Lowy,Horace Mann School,HMS,Oleg,Daniloff,Poly Prep,POPR,13,,IVY PREP TOURNAMENT,5000181132,852,Harry Lowy,Oleg Daniloff
20082,99,Forfeit,For.,0,0,Ross,Petras,Horace Mann School,HMS,Dinatale,Anthony,Poly Prep,POPR,1,,IVY PREP TOURNAMENT,5000181132,853,Ross Petras,Dinatale Anthony
20083,99,Decision,Dec,2,6,Samuel,Joseph,Dalton School,DASC,Dinatale,Anthony,Poly Prep,POPR,1,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,853,Samuel Joseph,Dinatale Anthony
20084,106,Decision,Dec,6,2,Nick,Moreira,Horace Mann School,HMS,Dashiell,Hort,Poly Prep,POPR,2,,IVY PREP TOURNAMENT,5000181132,853,Nick Moreira,Dashiell Hort
20085,106,Fall,Fall,0,0,William,Greene,Collegiate School-NY,CSN,Dashiell,Hort,Poly Prep,POPR,2,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,853,William Greene,Dashiell Hort
20086,106,Fall,Fall,0,0,Trevor,Lai,Collegiate School-NY,CSN,Tj,Abell,Poly Prep,POPR,2,3rd Place Match,IVY PREP TOURNAMENT,5000181132,853,Trevor Lai,Tj Abell
20087,120,Fall,Fall,0,0,Patrick,Stinebaugh,Horace Mann School,HMS,Tj,Abell,Poly Prep,POPR,4,,IVY PREP TOURNAMENT,5000181132,853,Patrick Stinebaugh,Tj Abell
20088,120,Fall,Fall,0,0,Liam,Johnson-Hill,Dalton School,DASC,Tj,Abell,Poly Prep,POPR,4,Quarterfinals,IVY PREP TOURNAMENT,5000181132,853,Liam Johnson-Hill,Tj Abell
20089,126,Decision,Dec,4,11,Lucas,Borini,Horace Mann School,HMS,Jesse,Fisher,Poly Prep,POPR,5,,IVY PREP TOURNAMENT,5000181132,853,Lucas Borini,Jesse Fisher
20090,126,Technical Fall,TF,17,1,Jack,Bosco,Hackley School,HASC,Jesse,Fisher,Poly Prep,POPR,5,,IVY PREP TOURNAMENT,5000181132,853,Jack Bosco,Jesse Fisher
20091,126,Fall,Fall,0,0,William,Friedman,Collegiate School-NY,CSN,Jesse,Fisher,Poly Prep,POPR,5,Champ. Round 1,IVY PREP TOURNAMENT,5000181132,853,William Friedman,Jesse Fisher
20092,132,Decision,Dec,2,5,Rhys,Shepherd,Horace Mann School,HMS,Jason,Dubrovsky,Poly Prep,POPR,6,,IVY PREP TOURNAMENT,5000181132,853,Rhys Shepherd,Jason Dubrovsky
20093,132,Major Decision,MD,4,16,Liam,Stiles,Collegiate School-NY,CSN,Jason,Dubrovsky,Poly Prep,POPR,6,Cons. Round 1,IVY PREP TOURNAMENT,5000181132,853,Liam Stiles,Jason Dubrovsky
20094,138,Fall,Fall,0,0,Jon,Ho,Collegiate School-NY,CSN,Ansel,Ng,Poly Prep,POPR,7,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,853,Jon Ho,Ansel Ng
20095,138,Decision,Dec,9,8,Jack,Maguire,Dalton School,DASC,Ansel,Ng,Poly Prep,POPR,7,3rd Place Match,IVY PREP TOURNAMENT,5000181132,853,Jack Maguire,Ansel Ng
20096,145,Fall,Fall,0,0,Sam,Korff,Horace Mann School,HMS,Jason,Moore,Poly Prep,POPR,8,,IVY PREP TOURNAMENT,5000181132,853,Sam Korff,Jason Moore
20097,170,Fall,Fall,0,0,Carlos,Garcia,Horace Mann School,HMS,Henry,Morris,Poly Prep,POPR,11,,IVY PREP TOURNAMENT,5000181132,853,Carlos Garcia,Henry Morris
20098,170,Fall,Fall,0,0,Graham,Yarden,Dalton School,DASC,Henry,Morris,Poly Prep,POPR,11,Champ. Round 2,IVY PREP TOURNAMENT,5000181132,853,Graham Yarden,Henry Morris
20099,195,Fall,Fall,0,0,Harry,Lowy,Horace Mann School,HMS,Oleg,Daniloff,Poly Prep,POPR,13,,IVY PREP TOURNAMENT,5000181132,853,Harry Lowy,Oleg Daniloff
20100,285,Fall,Fall,0,0,Nikolas,Ramirez,Dalton School,DASC,Travis,Chu,Poly Prep,POPR,15,1st Place Match,IVY PREP TOURNAMENT,5000181132,853,Nikolas Ramirez,Travis Chu
20101,106,Fall,Fall,0,0,Ryan,Rafla,Monsignor Farrell,MOFA,Mike,Caserta,Monsignor Farrell,MOFA,2,,CHSAA-NYC Multi Meet,5002014132,875,Ryan Rafla,Mike Caserta
20102,106,Fall,Fall,0,0,Ryan,Rafla,Monsignor Farrell,MOFA,Mike,Caserta,Monsignor Farrell,MOFA,2,,CHSAA-NYC Multi Meet,5002014132,875,Ryan Rafla,Mike Caserta
20103,120,Fall,Fall,0,0,Matthew,Steckman,Monsignor Farrell,MOFA,Emerson,D`Amico,Monsignor Farrell,MOFA,4,,CHSAA-NYC Multi Meet,5002014132,875,Matthew Steckman,Emerson D`Amico
20104,120,Fall,Fall,0,0,Matthew,Steckman,Monsignor Farrell,MOFA,Emerson,D`Amico,Monsignor Farrell,MOFA,4,,CHSAA-NYC Multi Meet,5002014132,875,Matthew Steckman,Emerson D`Amico
